f_unit,f_system,f_equipment,f_tag_name
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,DO1E032407_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,DO1E032408_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,DI1E033207_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,DI1E033209_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,DI1I170210_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,CT1E033605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,IDF-1B,PT1B021202_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E030605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E030604_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E031603_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,FFLOW1AIN10_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1I170208_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E031207_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E031206_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,AO1B024404_MA
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E046506_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DO1E032405_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E046505_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E033508_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E032302_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E030207_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E030208_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E031210_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E031213_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E030210_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E030301_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E031605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E031604_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E032703_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,RT1E030603_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,FFLOW1AIN11_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E031205_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,FDF-1B,DI1E031203_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,RT1D012307_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D012807_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D011508_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1I170513_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D012105_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D013106_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D010412_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D010411_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D010410_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D011410_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D013405_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D012802_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D011103_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D010110_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D025206_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D024412_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D010102_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D010401_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,RT1D010306_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,ZT1B022502_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,FFLOW1AIN4_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,FFLOW1LOG1_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,PT1D013603_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,TC1D027201_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,TC1B023102_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,RT1D012301_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,RT1D012706_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DISP1OXY_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,EWS102/10AHA:112.COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D011506_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D013107_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D013105_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D013102_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D013101_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D012408_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D011104_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D011102_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D010113_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D010111_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D010405_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D025205_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D024411_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D011108_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DO1D010403_COUT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D010105_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,DI1D010103_CIN
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,CT1D013605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,CT1D012605_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,AO1B024401_MA
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,AI1B022107_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,FFLOW1AIN5_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,FFLOW1AIN3_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,TC1D027202_PNT
PLTU Tanjung Awar-Awar 1,AIR AND FLUE GAS SYSTEM,AIR PREHEATER-1A,TC1B023101_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,10HFE61AA901_CALC
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,10HFC10CT911_CALC
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,10HFY10FU901_CALC
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112605_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112603_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111613_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,AO1F110501_MA
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111603_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111604_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111601_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112209_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113404_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111210_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112301_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112203_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112202_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112201_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111314_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F113111_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F113112_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112111_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F110112_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,PT1B020302_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112212_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113407_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1B023401_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112306_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112304_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,AI1F125104_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111505_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111406_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111201_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112607_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111412_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111411_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111409_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111408_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,PI1I171401_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111304_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111213_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,10HFE51AA901_CALC
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,10HFG10CT901_CALC
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,10HFC10CT919_CALC
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112601_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113406_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113306_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,PT1F113702_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111612_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111608_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113304_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113403_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,PT1F113605_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112609_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112207_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111509_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111313_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111111_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112213_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,TC1B023301_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,TC1B023103_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,MFLOW1AIN3_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,ZT1B020502_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111307_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,AO1B024101_MA
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111208_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113505_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1F113405_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,RT1B023602_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,PT1B020106_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111402_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111305_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111512_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111511_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1I170105_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F111410_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,PULVERIZER-1A,DI1F112606_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,DISP1MSTP_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,DI1K025110_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,TC1M053203_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,PT1J010501_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,DI1K024111_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,DI1K025513_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,TC1M053103_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,PT1J010704_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,MAIN STEAM,PT1J010601_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN30002_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN30001_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20017_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20014_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20011_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20009_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20006_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN10018_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN10017_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN10014_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN10012_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DO1D024212_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D026202_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D026201_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D026101_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D025304_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D025301_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,TC1D027101_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,FT1A010503_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN30003_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20018_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20016_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20015_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20013_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20010_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20007_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20005_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN20001_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN10016_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,T1AIN10015_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,AIJC531202_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D026204_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D026106_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DO1D024208_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DI1D026102_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DO1D024110_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DO1D024310_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,DO1D024309_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,TC1A011503_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,TC1A011505_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,TC1A011405_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,LOW TEMPERATURE SUPERHEATER,RT1A013601_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,HOT REHEAT,DI1K024211_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,HOT REHEAT,DI1K024212_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,HOT REHEAT,DI1K012207_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,HOT REHEAT,DI1K010711_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,TC1D027104_PNT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,DO1E045413_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,DO1E044411_COUT
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,DI1I172409_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,DI1I172408_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,DI1E044204_CIN
PLTU Tanjung Awar-Awar 1,BOILER AND FURNANCE SYSTEM,FLAME DETECTOR & TV FLAME,DI1H152611_CIN
