f_unit,f_system,f_equipment,f_tag_name
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,ZT2B020605_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,FFLOW2AIN1_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,PT2B020101_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,RT2D012305_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,RT2D011607_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,RT2D010607_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,RT2D011606_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DO2D024414_COUT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DO2D011415_COUT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DO2D013401_COUT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DO2D013402_COUT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D013507_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D013109_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D010114_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D013111_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D012110_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D012805_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D012109_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D012102_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D011509_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D013510_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2I170109_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D012113_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D012114_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D011109_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,DI2D010106_CIN
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,VT2D011302_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,RT2D011304_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,PT2D011305_PNT
PLTU Tanjung Awar-Awar 2,AIR AND FLUE GAS,PAF-2A,PT2B020202_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 3 TURBINE,BEARING 3 TURBINE,RT1L033302_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 3 TURBINE,BEARING 3 TURBINE,ATC1V3Y_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 3 TURBINE,BEARING 3 TURBINE,ATC1V3_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 3 TURBINE,BEARING 3 TURBINE,ATC1V3X_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 3 TURBINE,BEARING 3 TURBINE,RT1N075203_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR - BEARING 6 GENERATOR,BEARING 6 GENERATOR,ATC1V6X_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR - BEARING 6 GENERATOR,BEARING 6 GENERATOR,ATC1V6_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR - BEARING 6 GENERATOR,BEARING 6 GENERATOR,ATC1V6Y_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR - BEARING 6 GENERATOR,BEARING 6 GENERATOR,RT1N075304_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR - BEARING 5 GENERATOR,BEARING 5 GENERATOR,ATC1V5_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR - BEARING 5 GENERATOR,BEARING 5 GENERATOR,ATC1V5X_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 4 TURBINE,BEARING 4 TURBINE,10MAD41CT904_CALC
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 4 TURBINE,BEARING 4 TURBINE,RT1N075204_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - TURBINE LUBE OIL TANK,DI1N077103_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - TURBINE LUBE OIL TANK,DI1K013507_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - TURBINE LUBE OIL TANK,AI1K026607_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - TURBINE LUBE OIL TANK,DI1K013614_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - TURBINE LUBE OIL TANK,DI1K013610_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - JACKING OIL PUMP-1B,DI1M051504_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - JACKING OIL PUMP-1B,DI1M051503_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURNING GEAR,DI1L032501_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURNING GEAR,EWS102/10EG:EG001.COUT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,DI1L030613_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,DI1L030612_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,DI1L030214_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,AI1J012207_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,AI1J011705_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,DI1L031512_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,DI1L030611_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE SUPERVISORY INSTRUMENT,DI1L030610_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,PT1J012604_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,ZT1J013202_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,DI1L030811_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,AI1J013207_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,ZT1J011204_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,DI1L030812_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,ZT1J010405_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,AO1J010105_MA
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,DI1K025601_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,PT1J010504_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,DI1L032605_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,TURBINE LP BYPASS,ZT1J013403_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1I173310_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K025203_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K024213_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K025205_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K024414_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,10MAA10CP901_CALC
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,ACTIO1FSST1_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DISP1STEAMFLOWB_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1I173410_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K025204_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K024214_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,DI1K025206_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,HP TURBINE,PT1A010201_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UPS,DI1P031512_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UPS,AI1P025304_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UPS,DI1P031604_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UPS,DI1P031603_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UPS,DI1P031602_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,AI1P032302_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030410_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,AI1P032207_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DO1P031206_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030502_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DO1P031203_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030601_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030604_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,AI1P032206_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030406_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030407_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030408_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DO1P031202_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030210_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,AI1P032105_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030508_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030509_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030513_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030511_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030514_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,AI1P032205_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030602_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030402_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030401_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030404_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DO1P031114_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DO1P031113_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1B LV,DI1P030212_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012305_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010606_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010505_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012301_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010508_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010510_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010512_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010513_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010511_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010514_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010601_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010604_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012206_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011210_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010406_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010405_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011113_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,PI1O012403_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011111_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011107_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010309_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010307_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010210_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012103_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010605_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010506_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010410_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010507_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012207_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010503_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011203_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011207_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012203_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011202_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011201_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010402_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010403_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010404_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DO1O011212_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010416_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010412_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010310_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010214_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,DI1O010212_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012106_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,UNIT AUXILIARY TRANSFORMER-1A LV,AI1O012105_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 2 TURBINE,BEARING 2 TURBINE,RT1L033201_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - BEARING 2 TURBINE,BEARING 2 TURBINE,ATC1V2X_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - GAS EXHAUST FAN-1B,DI1L046405_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,DI1M050208_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,DI1M051510_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,AI1N076107_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,DI1M051213_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,DI1I170814_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,DI1N076509_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - LUBE OIL SYSTEM,STEAM TURBINE - DC LUBE OIL PUMP,DI1M050805_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - EH OIL SYSTEM,STEAM TURBINE - EH OIL REGENERATION PUMP,DI1L046111_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE - EH OIL SYSTEM,STEAM TURBINE - EH OIL REGENERATION PUMP,DI1K013513_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,TC1M053101_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,RT1M053405_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,RT1M053305_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,DI1K012209_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,DI1K010514_CIN
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,10MAB20CP901_CALC
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,PT1J011505_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,RT1M053406_PNT
PLTU Tanjung Awar-Awar 1,STEAM TURBINE,LP TURBINE,RT1M053306_PNT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DO1O011313_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010801_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DO1O011312_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010714_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010712_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010711_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DO1O011308_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010706_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010705_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DO1O011307_COUT
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010704_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DI1O010701_CIN
PLTU Tanjung Awar-Awar 1,POWER TRANSFORMER,LV EMERGENCY DISTRIBUTION,DO1O011304_COUT
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1B,DI1N063507_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1B,DI1N063506_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1B,DI1N063503_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1B,AI1N076203_PNT
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1B,DI1N063411_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063208_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063205_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063206_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063401_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063213_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063204_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW PUMP-1A,DI1N063203_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,PT1L045207_PNT
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063109_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063105_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063404_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1L047211_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1L047210_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063107_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063106_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063403_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063103_CIN
PLTU Tanjung Awar-Awar 1,OPEN CYCLE COOLING WATER SYSTEM,OCCW MD FILTER&PIPING,DI1N063102_CIN
PLTU Tanjung Awar-Awar 1,INSTRUMENT AIR,INSTRUMENT AIR,PT1J011506_PNT
PLTU Tanjung Awar-Awar 1,INSTRUMENT AIR,INSTRUMENT AIR,PT1D026307_PNT
PLTU Tanjung Awar-Awar 1,INSTRUMENT AIR,INSTRUMENT AIR,PT1E031307_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR,EXCITATION,AI1P033506_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR,EXCITATION,AI1P033402_PNT
PLTU Tanjung Awar-Awar 1,GENERATOR,EXCITATION,DI1P024212_CIN
