f_unit_id,f_address_no,limit_mae,limit_deviation,f_model_date,sigma_lower,sigma_upper
1,1PT-BA049,,,,2.576,2.576
1,1PT-BA056,,,,2.576,2.576
1,1FX-BA111,,,,2.576,2.576
1,1FI-BA110,,,,2.576,2.576
1,1PT-BA035A,,,,2.576,2.576
1,1PT-BA035B,,,,2.576,2.576
1,1PT-BA035C,,,,2.576,2.576
1,1PI-BA035,,,,2.576,2.576
1,1PDI-BA033,,,,2.576,2.576
1,1PDI-BA061,,,,2.576,2.576
1,1FI-BA109,,,,2.576,2.576
1,1FI-BA486,,,,2.576,2.576
1,1FT-BA486A,,,,2.576,2.576
1,1FT-BA486B,,,,2.576,2.576
1,1FT-BA486C,,,,2.576,2.576
1,1VT-BA523A,,,,2.576,2.576
1,1PT-BA042,,,,2.576,2.576
1,1IT-BA040,,,,2.576,2.576
1,1VT-BA522A,,,,2.576,2.576
1,1TE-BA527A,,,,2.576,2.576
1,1ZT-BA486,,,,2.576,2.576
1,1IT-BA039,,,,2.576,2.576
1,1TE-BA643,,,,2.576,2.576
1,1VT-BA525A,,,,2.576,2.576
1,1TE-BA642,,,,2.576,2.576
1,1VT-BA524A,,,,2.576,2.576
1,1TE-BA632,,,,2.576,2.576
1,1TE-BA634,,,,2.576,2.576
1,1TE-BA636,,,,2.576,2.576
1,1VT-BA521A,,,,2.576,2.576
1,1TE-BA526A,,,,2.576,2.576
1,1TE-BA647,,,,2.576,2.576
1,1FI-BA485,,,,2.576,2.576
1,1VT-BA523B,,,,2.576,2.576
1,1PT-BA046,,,,2.576,2.576
1,1VT-BA522B,,,,2.576,2.576
1,1TE-BA527B,,,,2.576,2.576
1,1ZT-BA485,,,,2.576,2.576
1,1IT-BA043,,,,2.576,2.576
1,1TE-BA655,,,,2.576,2.576
1,1VT-BA525B,,,,2.576,2.576
1,1TE-BA654,,,,2.576,2.576
1,1VT-BA524B,,,,2.576,2.576
1,1TE-BA644,,,,2.576,2.576
1,1TE-BA646,,,,2.576,2.576
1,1TE-BA648B,,,,2.576,2.576
1,1VT-BA521B,,,,2.576,2.576
1,1TE-BA526B,,,,2.576,2.576
1,1TE-BA648,,,,2.576,2.576
1,1AT-BA150,,,,2.576,2.576
1,1PT-BA053,,,,2.576,2.576
1,1AT-BA153,,,,2.576,2.576
1,1AT-BA152,,,,2.576,2.576
1,1VT-BA518A,,,,2.576,2.576
1,1ZT-BA035A,,,,2.576,2.576
1,1TE-BA501A,,,,2.576,2.576
1,1VT-BA517A,,,,2.576,2.576
1,1ZT-BA035B,,,,2.576,2.576
1,1TE-BA550,,,,2.576,2.576
1,1TE-BA514A,,,,2.576,2.576
1,1TE-BA507A,,,,2.576,2.576
1,1TE-BA515A,,,,2.576,2.576
1,1TE-BA506A,,,,2.576,2.576
1,1TE-BA508A,,,,2.576,2.576
1,1TE-BA505A,,,,2.576,2.576
1,1TE-BA503A,,,,2.576,2.576
1,1TE-BA504A,,,,2.576,2.576
1,1TE-BA502A,,,,2.576,2.576
1,1AT-BA151,,,,2.576,2.576
1,1IT-BA058,,,,2.576,2.576
1,1ST-BA057,,,,2.576,2.576
1,1TE-BA551,,,,2.576,2.576
1,1TE-BA553,,,,2.576,2.576
1,1TE-BA555,,,,2.576,2.576
1,1TE-BA561,,,,2.576,2.576
1,1TE-BA562,,,,2.576,2.576
1,1TY-BA630,,,,2.576,2.576
1,1TY-BA634,,,,2.576,2.576
1,1VT-BA519B,,,,2.576,2.576
1,1VT-BA520B,,,,2.576,2.576
1,1ZT-BA035C,,,,2.576,2.576
1,1ZT-BA035D,,,,2.576,2.576
1,1ZT-BA057,,,,2.576,2.576
1,1PT-BA063,,,,2.576,2.576
1,1VT-BA530A,,,,2.576,2.576
1,1VT-BA529A,,,,2.576,2.576
1,1TE-BA534A,,,,2.576,2.576
1,1IT-BA062,,,,2.576,2.576
1,1TE-BA576,,,,2.576,2.576
1,1TE-BA575,,,,2.576,2.576
1,1VT-BA531A,,,,2.576,2.576
1,1TE-BA563,,,,2.576,2.576
1,1TE-BA565,,,,2.576,2.576
1,1TE-BA567,,,,2.576,2.576
1,1VT-BA528A,,,,2.576,2.576
1,1TE-BA533A,,,,2.576,2.576
1,1TE-BA611,,,,2.576,2.576
1,1ZT-BA061A,,,,2.576,2.576
1,1PT-BA074,,,,2.576,2.576
1,1VT-BA530B,,,,2.576,2.576
1,1VT-BA529B,,,,2.576,2.576
1,1TE-BA534B,,,,2.576,2.576
1,1IT-BA073,,,,2.576,2.576
1,1TE-BA578,,,,2.576,2.576
1,1VT-BA532B,,,,2.576,2.576
1,1TE-BA577,,,,2.576,2.576
1,1TE-BA569,,,,2.576,2.576
1,1TE-BA571,,,,2.576,2.576
1,1TE-BA573,,,,2.576,2.576
1,1VT-BA528B,,,,2.576,2.576
1,1TE-BA533B,,,,2.576,2.576
1,1TE-BA610,,,,2.576,2.576
1,1ZT-BA061B,,,,2.576,2.576
1,1TY-BA617,,,,2.576,2.576
1,1TE-BA495,,,,2.576,2.576
1,1TY-BA633,,,,2.576,2.576
1,1PDX-BA125,,,,2.576,2.576
1,1PT-BA068,,,,2.576,2.576
1,1PDX-BA127,,,,2.576,2.576
1,1PT-BA065,,,,2.576,2.576
1,1TE-BA649,,,,2.576,2.576
1,1TE-BA651,,,,2.576,2.576
1,1TI-BA072,,,,2.576,2.576
1,1PT-BA070,,,,2.576,2.576
1,1ZT-BA072,,,,2.576,2.576
1,1TY-BA616,,,,2.576,2.576
1,1TE-BA645,,,,2.576,2.576
1,1TY-BA628,,,,2.576,2.576
1,1PDX-BA126,,,,2.576,2.576
1,1PT-BA079,,,,2.576,2.576
1,1PDX-BA128,,,,2.576,2.576
1,1PT-BA076,,,,2.576,2.576
1,1TE-BA650,,,,2.576,2.576
1,1TE-BA652,,,,2.576,2.576
1,1TI-BA083,,,,2.576,2.576
1,1PT-BA081,,,,2.576,2.576
1,1ZT-BA083,,,,2.576,2.576
1,1PT-BA082,,,,2.576,2.576
1,1PDX-BA122,,,,2.576,2.576
1,1PDX-BA123,,,,2.576,2.576
1,1PT-BA002,,,,2.576,2.576
1,1TY-BA601,,,,2.576,2.576
1,1PT-BA003,,,,2.576,2.576
1,1TY-BA605,,,,2.576,2.576
1,1TE-BA655A,,,,2.576,2.576
1,1TE-BA657,,,,2.576,2.576
1,1TI-BA007,,,,2.576,2.576
1,1ZT-BA007,,,,2.576,2.576
1,1PT-BA004,,,,2.576,2.576
1,1TY-BA627,,,,2.576,2.576
1,1PT-BA005,,,,2.576,2.576
1,1TY-BA629,,,,2.576,2.576
1,1PDX-BA121,,,,2.576,2.576
1,1PDX-BA124,,,,2.576,2.576
1,1PT-BA010,,,,2.576,2.576
1,1TY-BA600,,,,2.576,2.576
1,1PT-BA011,,,,2.576,2.576
1,1TY-BA604,,,,2.576,2.576
1,1TE-BA656,,,,2.576,2.576
1,1TE-BA658,,,,2.576,2.576
1,1TI-BA015,,,,2.576,2.576
1,1ZT-BA015,,,,2.576,2.576
1,1PT-BA012,,,,2.576,2.576
1,1TY-BA622,,,,2.576,2.576
1,1PT-BA013,,,,2.576,2.576
1,1TY-BA624,,,,2.576,2.576
1,1FT-ES504,,,,2.576,2.576
1,1PT-ES543,,,,2.576,2.576
1,1PT-AS001,,,,2.576,2.576
1,1FX-AS501,,,,2.576,2.576
1,1TE-BC609,,,,2.576,2.576
1,1PDT-BC612B,,,,2.576,2.576
1,1PDT-BC612A,,,,2.576,2.576
1,1IT-BC001,,,,2.576,2.576
1,1TE-BC618,,,,2.576,2.576
1,1TE-BC606,,,,2.576,2.576
1,1TE-BC610,,,,2.576,2.576
1,1PDT-BC613B,,,,2.576,2.576
1,1PDT-BC613A,,,,2.576,2.576
1,1IT-BC002,,,,2.576,2.576
1,1TE-BC619,,,,2.576,2.576
1,1TE-BC607,,,,2.576,2.576
1,1TE-BC611,,,,2.576,2.576
1,1PDT-BC614B,,,,2.576,2.576
1,1PDT-BC614A,,,,2.576,2.576
1,1IT-BC003,,,,2.576,2.576
1,1TE-BC620,,,,2.576,2.576
1,1TE-BC608,,,,2.576,2.576
1,1FI-BA084,,,,2.576,2.576
1,1FI-BY517A,,,,2.576,2.576
1,1FT-BY517A,,,,2.576,2.576
1,1FT-BY518A,,,,2.576,2.576
1,1TE-BA583,,,,2.576,2.576
1,1IT-BY001,,,,2.576,2.576
1,1PDT-BA086,,,,2.576,2.576
1,1TE-BY582,,,,2.576,2.576
1,1TE-BY586,,,,2.576,2.576
1,1WT-BY501,,,,2.576,2.576
1,1FT-BA560A,,,,2.576,2.576
1,1FT-BA560B,,,,2.576,2.576
1,1FT-BA560C,,,,2.576,2.576
1,1TE-BY600A,,,,2.576,2.576
1,1TE-BY600B,,,,2.576,2.576
1,1TI-BA085,,,,2.576,2.576
1,1ZT-BA085,,,,2.576,2.576
1,1PDT-BA087,,,,2.576,2.576
1,1PT-BA088,,,,2.576,2.576
1,1ST-BY530A,,,,2.576,2.576
1,1ZT-BA084,,,,2.576,2.576
1,1TE-BY612A,,,,2.576,2.576
1,1TE-BY613A,,,,2.576,2.576
1,1TE-BY606A,,,,2.576,2.576
1,1TE-BY608A,,,,2.576,2.576
1,1TE-BY610A,,,,2.576,2.576
1,1TE-BY612,,,,2.576,2.576
1,1TE-BY584,,,,2.576,2.576
1,1TE-BY500,,,,2.576,2.576
1,1FI-BA089,,,,2.576,2.576
1,1FI-BY517B,,,,2.576,2.576
1,1FT-BY517B,,,,2.576,2.576
1,1FT-BY518B,,,,2.576,2.576
1,1TE-BA500,,,,2.576,2.576
1,1IT-BY002,,,,2.576,2.576
1,1PDT-BA091,,,,2.576,2.576
1,1TE-BY588,,,,2.576,2.576
1,1TE-BY592,,,,2.576,2.576
1,1WT-BY502,,,,2.576,2.576
1,1ZT-BA089,,,,2.576,2.576
1,1TE-BY614A,,,,2.576,2.576
1,1TE-BY615A,,,,2.576,2.576
1,1TE-BY615,,,,2.576,2.576
1,1TE-BY617,,,,2.576,2.576
1,1TE-BY619,,,,2.576,2.576
1,1TE-BY621,,,,2.576,2.576
1,1TE-BY590,,,,2.576,2.576
1,1TE-BY501,,,,2.576,2.576
1,1FI-BA094,,,,2.576,2.576
1,1FI-BY517C,,,,2.576,2.576
1,1FT-BY517C,,,,2.576,2.576
1,1FT-BY518C,,,,2.576,2.576
1,1TE-BA499,,,,2.576,2.576
1,1IT-BY003,,,,2.576,2.576
1,1PDT-BA096,,,,2.576,2.576
1,1TE-BY594,,,,2.576,2.576
1,1TE-BY598,,,,2.576,2.576
1,1WT-BY503,,,,2.576,2.576
1,1FT-BA568A,,,,2.576,2.576
1,1FT-BA568B,,,,2.576,2.576
1,1FT-BA568C,,,,2.576,2.576
1,1TE-BY602A,,,,2.576,2.576
1,1TE-BY602B,,,,2.576,2.576
1,1TI-BA095,,,,2.576,2.576
1,1ZT-BA095,,,,2.576,2.576
1,1PDT-BA097,,,,2.576,2.576
1,1PT-BA098,,,,2.576,2.576
1,1ST-BY530C,,,,2.576,2.576
1,1ZT-BA094,,,,2.576,2.576
1,1TE-BY616A,,,,2.576,2.576
1,1TE-BY617A,,,,2.576,2.576
1,1TE-BY624,,,,2.576,2.576
1,1TE-BY626,,,,2.576,2.576
1,1TE-BY628,,,,2.576,2.576
1,1TE-BY630,,,,2.576,2.576
1,1TE-BY596,,,,2.576,2.576
1,1TE-BY502,,,,2.576,2.576
1,1FI-BA099,,,,2.576,2.576
1,1FI-BY517D,,,,2.576,2.576
1,1FT-BY517D,,,,2.576,2.576
1,1FT-BY518D,,,,2.576,2.576
1,1TE-BA498,,,,2.576,2.576
1,1IT-BY004,,,,2.576,2.576
1,1PDT-BA101,,,,2.576,2.576
1,1TE-BY600,,,,2.576,2.576
1,1TE-BY604,,,,2.576,2.576
1,1WT-BY504,,,,2.576,2.576
1,1FT-BA572A,,,,2.576,2.576
1,1FT-BA572B,,,,2.576,2.576
1,1FT-BA572C,,,,2.576,2.576
1,1TE-BY603A,,,,2.576,2.576
1,1TE-BY603B,,,,2.576,2.576
1,1TI-BA100,,,,2.576,2.576
1,1ZT-BA100,,,,2.576,2.576
1,1PDT-BA102,,,,2.576,2.576
1,1PT-BA103,,,,2.576,2.576
1,1ST-BY530D,,,,2.576,2.576
1,1ZT-BA099,,,,2.576,2.576
1,1TE-BY618A,,,,2.576,2.576
1,1TE-BY619A,,,,2.576,2.576
1,1TE-BY633,,,,2.576,2.576
1,1TE-BY635,,,,2.576,2.576
1,1TE-BY637,,,,2.576,2.576
1,1TE-BY639,,,,2.576,2.576
1,1TE-BY602,,,,2.576,2.576
1,1TE-BY503,,,,2.576,2.576
1,1FI-BA104,,,,2.576,2.576
1,1FI-BY517E,,,,2.576,2.576
1,1FT-BY517E,,,,2.576,2.576
1,1FT-BY518E,,,,2.576,2.576
1,1TE-BA497,,,,2.576,2.576
1,1IT-BY005,,,,2.576,2.576
1,1PDT-BA106,,,,2.576,2.576
1,1TE-BY606,,,,2.576,2.576
1,1TE-BY610,,,,2.576,2.576
1,1WT-BY505,,,,2.576,2.576
1,1FT-BA576A,,,,2.576,2.576
1,1FT-BA576B,,,,2.576,2.576
1,1FT-BA576C,,,,2.576,2.576
1,1TE-BY604B,,,,2.576,2.576
1,1TI-BA105,,,,2.576,2.576
1,1ZT-BA105,,,,2.576,2.576
1,1PDT-BA107,,,,2.576,2.576
1,1PT-BA108,,,,2.576,2.576
1,1ST-BY530E,,,,2.576,2.576
1,1ZT-BA104,,,,2.576,2.576
1,1TE-BY620A,,,,2.576,2.576
1,1TE-BY621A,,,,2.576,2.576
1,1TE-BY642,,,,2.576,2.576
1,1TE-BY644,,,,2.576,2.576
1,1TE-BY646,,,,2.576,2.576
1,1TE-BY648,,,,2.576,2.576
1,1TE-BY608,,,,2.576,2.576
1,1TE-BY504,,,,2.576,2.576
1,1CIT-PS311J,,,,2.576,2.576
1,1AIT-PS311N,,,,2.576,2.576
1,1CIT-PS311M,,,,2.576,2.576
1,1AR-BA019,,,,2.576,2.576
1,1AR-BA018,,,,2.576,2.576
1,1PDT-BA001,,,,2.576,2.576
1,1PI-MS004,,,,2.576,2.576
1,1TI-MS507,,,,2.576,2.576
1,1PX-MS004,,,,2.576,2.576
1,1FI-MS509,,,,2.576,2.576
1,1FT-MS509A,,,,2.576,2.576
1,1FT-MS509B,,,,2.576,2.576
1,1FT-MS509C,,,,2.576,2.576
1,1IT-BA49EA,,,,2.576,2.576
1,1IT-BA49EB,,,,2.576,2.576
1,1TE-MS504,,,,2.576,2.576
1,1TE-MS503,,,,2.576,2.576
1,1TI-MS608,,,,2.576,2.576
1,1TI-MS603,,,,2.576,2.576
1,1FT-FW511,,,,2.576,2.576
1,1XHF-FW511,,,,2.576,2.576
1,1XP-AU361,,,,2.576,2.576
1,1XP-AU372,,,,2.576,2.576
1,1FI-FW511,,,,2.576,2.576
1,1ZT-FW009,,,,2.576,2.576
1,1ZT-FW008,,,,2.576,2.576
1,1TE-MS608B,,,,2.576,2.576
1,1TE-MS608A,,,,2.576,2.576
1,1TE-MS605,,,,2.576,2.576
1,1TE-MS603B,,,,2.576,2.576
1,1TE-MS603A,,,,2.576,2.576
1,1TE-MS600,,,,2.576,2.576
1,1TE-MS634,,,,2.576,2.576
1,1TE-MS635,,,,2.576,2.576
1,1TE-MS636,,,,2.576,2.576
1,1TE-MS637,,,,2.576,2.576
1,1TE-MS638,,,,2.576,2.576
1,1TE-MS639,,,,2.576,2.576
1,1TE-MS640,,,,2.576,2.576
1,1TE-MS621,,,,2.576,2.576
1,1TE-MS622,,,,2.576,2.576
1,1TE-MS623,,,,2.576,2.576
1,1TE-MS641,,,,2.576,2.576
1,1TE-MS624,,,,2.576,2.576
1,1TE-MS625,,,,2.576,2.576
1,1TE-MS626,,,,2.576,2.576
1,1TE-MS627,,,,2.576,2.576
1,1TE-MS629,,,,2.576,2.576
1,1TE-MS630,,,,2.576,2.576
1,1TE-MS631,,,,2.576,2.576
1,1TE-MS632,,,,2.576,2.576
1,1TE-MS633,,,,2.576,2.576
1,1TE-MS642,,,,2.576,2.576
1,1LX-FW006,,,,2.576,2.576
1,1PI-FW007,,,,2.576,2.576
1,1PT-FW007A,,,,2.576,2.576
1,1PT-FW007B,,,,2.576,2.576
1,1PT-FW007C,,,,2.576,2.576
1,1IT-CA001,,,,2.576,2.576
1,1TE-CA370,,,,2.576,2.576
1,1TE-CA372,,,,2.576,2.576
1,1TE-CA374,,,,2.576,2.576
1,1IT-CA002,,,,2.576,2.576
1,1TE-CA376,,,,2.576,2.576
1,1TE-CA378,,,,2.576,2.576
1,1TE-CA380,,,,2.576,2.576
1,1IT-CD026,,,,2.576,2.576
1,1TE-CD446,,,,2.576,2.576
1,1TE-CD440,,,,2.576,2.576
1,1TE-CD442,,,,2.576,2.576
1,1TE-CD444,,,,2.576,2.576
1,1VT-CD461,,,,2.576,2.576
1,1VT-CD462,,,,2.576,2.576
1,1VT-CD463,,,,2.576,2.576
1,1IT-CD027,,,,2.576,2.576
1,1TE-CD453,,,,2.576,2.576
1,1TE-CD447,,,,2.576,2.576
1,1TE-CD449,,,,2.576,2.576
1,1TE-CD451,,,,2.576,2.576
1,1VT-CD464,,,,2.576,2.576
1,1VT-CD465,,,,2.576,2.576
1,1VT-CD466,,,,2.576,2.576
1,1IT-CD028,,,,2.576,2.576
1,1TE-CD460,,,,2.576,2.576
1,1TE-CD454,,,,2.576,2.576
1,1TE-CD456,,,,2.576,2.576
1,1TE-CD458,,,,2.576,2.576
1,1VT-CD467,,,,2.576,2.576
1,1VT-CD468,,,,2.576,2.576
1,1VT-CD469,,,,2.576,2.576
1,1FI-CD063,,,,2.576,2.576
1,1FT-CD063A,,,,2.576,2.576
1,1FT-CD063B,,,,2.576,2.576
1,1FT-CD063C,,,,2.576,2.576
1,1TE-CD352,,,,2.576,2.576
1,1PT-CD049,,,,2.576,2.576
1,1XHF-CD063,,,,2.576,2.576
1,1PT-ES411,,,,2.576,2.576
1,1TE-ES408,,,,2.576,2.576
1,1TE-CD354,,,,2.576,2.576
1,1TE-CD355,,,,2.576,2.576
1,1TE-HD359,,,,2.576,2.576
1,1XP-AU410,,,,2.576,2.576
1,1XP-AU411,,,,2.576,2.576
1,1PT-ES410,,,,2.576,2.576
1,1TE-ES409,,,,2.576,2.576
1,1TE-CD356,,,,2.576,2.576
1,1TE-HD358,,,,2.576,2.576
1,1XP-AU408,,,,2.576,2.576
1,1XP-AU409,,,,2.576,2.576
1,1PT-ES398,,,,2.576,2.576
1,1TE-ES399,,,,2.576,2.576
1,1TE-CD357,,,,2.576,2.576
1,1TE-HD357,,,,2.576,2.576
1,1XP-AU406,,,,2.576,2.576
1,1XP-AU407,,,,2.576,2.576
1,1IT-AW01PA,,,,2.576,2.576
1,1TE-AW453,,,,2.576,2.576
1,1TE-AW454,,,,2.576,2.576
1,1TE-AW455,,,,2.576,2.576
1,1IT-AW01PB,,,,2.576,2.576
1,1TE-AW459,,,,2.576,2.576
1,1TE-AW460,,,,2.576,2.576
1,1TE-AW461,,,,2.576,2.576
1,1IT-AW01PC,,,,2.576,2.576
1,1TE-AW465,,,,2.576,2.576
1,1TE-AW466,,,,2.576,2.576
1,1TE-AW467,,,,2.576,2.576
1,1TE-CW393,,,,2.576,2.576
1,1VT-CW413,,,,2.576,2.576
1,1IT-CW001,,,,2.576,2.576
1,1TE-CW408,,,,2.576,2.576
1,1TE-CW409,,,,2.576,2.576
1,1TE-CW410,,,,2.576,2.576
1,1TE-CW396,,,,2.576,2.576
1,1VT-CW411,,,,2.576,2.576
1,1TE-CW399,,,,2.576,2.576
1,1TE-CW394,,,,2.576,2.576
1,1IT-CW002,,,,2.576,2.576
1,1TE-CW418,,,,2.576,2.576
1,1TE-CW419,,,,2.576,2.576
1,1TE-CW420,,,,2.576,2.576
1,1TE-CW397,,,,2.576,2.576
1,1VT-CW421,,,,2.576,2.576
1,1TE-CW400,,,,2.576,2.576
1,1TE-CW395,,,,2.576,2.576
1,1IT-CW003,,,,2.576,2.576
1,1TE-CW477,,,,2.576,2.576
1,1TE-CW485,,,,2.576,2.576
1,1TE-CW486,,,,2.576,2.576
1,1TE-CW398,,,,2.576,2.576
1,1VT-CW487,,,,2.576,2.576
1,1TE-CW401,,,,2.576,2.576
1,1IT-WC002,,,,2.576,2.576
1,1TE-WC323A,,,,2.576,2.576
1,1TE-WC323C,,,,2.576,2.576
1,1TE-WC323E,,,,2.576,2.576
1,1VT-WC321A,,,,2.576,2.576
1,1IT-WC003,,,,2.576,2.576
1,1TE-WC325A,,,,2.576,2.576
1,1TE-WC325C,,,,2.576,2.576
1,1TE-WC325E,,,,2.576,2.576
1,1VT-WC322A,,,,2.576,2.576
1,1ZT-CW362,,,,2.576,2.576
1,1TE-OL474,,,,2.576,2.576
1,1TE-OL475,,,,2.576,2.576
1,1TE-OL477,,,,2.576,2.576
1,1TE-OL478,,,,2.576,2.576
1,1VT-FW480,,,,2.576,2.576
1,1VT-FW481,,,,2.576,2.576
1,1VT-FW487,,,,2.576,2.576
1,1VT-FW488,,,,2.576,2.576
1,1VT-FW499,,,,2.576,2.576
1,1IT-FW051,,,,2.576,2.576
1,1TE-CD496,,,,2.576,2.576
1,1TE-CD494,,,,2.576,2.576
1,1TE-OL465,,,,2.576,2.576
1,1TE-OL466,,,,2.576,2.576
1,1TE-OL469,,,,2.576,2.576
1,1TE-OL472,,,,2.576,2.576
1,1FI-FW066,,,,2.576,2.576
1,1FT-FW066,,,,2.576,2.576
1,1FX-FW069,,,,2.576,2.576
1,1FX-FW072,,,,2.576,2.576
1,1PT-CD068,,,,2.576,2.576
1,1ST-FW447,,,,2.576,2.576
1,1TE-CD360,,,,2.576,2.576
1,1TE-FW384,,,,2.576,2.576
1,1ZT-FW077,,,,2.576,2.576
1,1ZT-FW410,,,,2.576,2.576
1,1TE-OL439,,,,2.576,2.576
1,1TE-OL442,,,,2.576,2.576
1,1TE-OL443,,,,2.576,2.576
1,1VT-FW463,,,,2.576,2.576
1,1VT-FW464,,,,2.576,2.576
1,1VT-FW473,,,,2.576,2.576
1,1VT-FW474,,,,2.576,2.576
1,1VT-FW475,,,,2.576,2.576
1,1IT-FW052,,,,2.576,2.576
1,1TE-CD484,,,,2.576,2.576
1,1TE-CD483,,,,2.576,2.576
1,1TE-OL430,,,,2.576,2.576
1,1TE-OL431,,,,2.576,2.576
1,1TE-OL434,,,,2.576,2.576
1,1TE-OL437,,,,2.576,2.576
1,1FI-FW067,,,,2.576,2.576
1,1FT-FW067,,,,2.576,2.576
1,1FX-FW070,,,,2.576,2.576
1,1FX-FW073,,,,2.576,2.576
1,1PT-CD072,,,,2.576,2.576
1,1ST-FW472,,,,2.576,2.576
1,1TE-CD399,,,,2.576,2.576
1,1TE-FW385,,,,2.576,2.576
1,1ZT-FW078,,,,2.576,2.576
1,1ZT-FW411,,,,2.576,2.576
1,1TE-OL392,,,,2.576,2.576
1,1TE-OL393,,,,2.576,2.576
1,1TE-OL404,,,,2.576,2.576
1,1TE-OL405,,,,2.576,2.576
1,1VT-FW438,,,,2.576,2.576
1,1VT-FW439,,,,2.576,2.576
1,1VT-FW448,,,,2.576,2.576
1,1VT-FW449,,,,2.576,2.576
1,1VT-FW450,,,,2.576,2.576
1,1IT-FW053,,,,2.576,2.576
1,1TE-CD478,,,,2.576,2.576
1,1TE-CD479,,,,2.576,2.576
1,1TE-OL394,,,,2.576,2.576
1,1TE-OL395,,,,2.576,2.576
1,1TE-OL398,,,,2.576,2.576
1,1TE-OL401,,,,2.576,2.576
1,1FI-FW068,,,,2.576,2.576
1,1FT-FW068,,,,2.576,2.576
1,1FX-FW071,,,,2.576,2.576
1,1FX-FW074,,,,2.576,2.576
1,1PT-CD076,,,,2.576,2.576
1,1ST-FW476,,,,2.576,2.576
1,1TE-CD400,,,,2.576,2.576
1,1TE-FW386,,,,2.576,2.576
1,1ZT-FW079,,,,2.576,2.576
1,1ZT-FW412,,,,2.576,2.576
1,1ZT-AS352,,,,2.576,2.576
1,1PT-ES386,,,,2.576,2.576
1,1TE-ES387,,,,2.576,2.576
1,1ZT-CD082A,,,,2.576,2.576
1,1ZT-CD082B,,,,2.576,2.576
1,1LT-CD082,,,,2.576,2.576
1,1TE-CD358,,,,2.576,2.576
1,1TE-CD377,,,,2.576,2.576
1,1PT-AS051,,,,2.576,2.576
1,1PT-CD064,,,,2.576,2.576
1,1XP-AU405,,,,2.576,2.576
1,1XP-AU339,,,,2.576,2.576
1,1PT-ES374,,,,2.576,2.576
1,1TE-ES375,,,,2.576,2.576
1,1TE-FW366,,,,2.576,2.576
1,1TE-FW367,,,,2.576,2.576
1,1TE-HD353,,,,2.576,2.576
1,1XP-AU334,,,,2.576,2.576
1,1XP-AU403,,,,2.576,2.576
1,1XP-AU402,,,,2.576,2.576
1,1XP-AU312,,,,2.576,2.576
1,1XP-AU391,,,,2.576,2.576
1,1PT-ES362,,,,2.576,2.576
1,1TE-ES363,,,,2.576,2.576
1,1TE-FW368,,,,2.576,2.576
1,1TE-HD352,,,,2.576,2.576
1,1XP-AU401,,,,2.576,2.576
1,1XP-AU313,,,,2.576,2.576
1,1XP-AU392,,,,2.576,2.576
1,1PT-ES353,,,,2.576,2.576
1,1TE-ES354,,,,2.576,2.576
1,1TE-FW369,,,,2.576,2.576
1,1TE-HD351,,,,2.576,2.576
1,1XP-AU336,,,,2.576,2.576
1,1XP-AU400,,,,2.576,2.576
1,1XP-AU314,,,,2.576,2.576
1,1XP-AU393,,,,2.576,2.576
1,1FI-FW501,,,,2.576,2.576
1,1FT-FW501A,,,,2.576,2.576
1,1FT-FW501B,,,,2.576,2.576
1,1FT-FW501C,,,,2.576,2.576
1,1FX-FW100,,,,2.576,2.576
1,1TE-FW503,,,,2.576,2.576
1,1ZT-FW391,,,,2.576,2.576
1,1PT-FW001,,,,2.576,2.576
1,1PT-FW064,,,,2.576,2.576
1,1XP-AU349,,,,2.576,2.576
1,1TE-TG466A,,,,2.576,2.576
1,1TE-TG466B,,,,2.576,2.576
1,1TE-TG466C,,,,2.576,2.576
1,1TE-TG466D,,,,2.576,2.576
1,1TE-TG466E,,,,2.576,2.576
1,1TE-TG466F,,,,2.576,2.576
1,1TE-TG466G,,,,2.576,2.576
1,1TE-TG466H,,,,2.576,2.576
1,1TE-TG466J,,,,2.576,2.576
1,1TE-TG466K,,,,2.576,2.576
1,1TE-TG466L,,,,2.576,2.576
1,1TE-TG466M,,,,2.576,2.576
1,1TE-TG466N,,,,2.576,2.576
1,1TE-TG466P,,,,2.576,2.576
1,1TE-TG466Q,,,,2.576,2.576
1,1TE-TG466R,,,,2.576,2.576
1,1TE-TG466S,,,,2.576,2.576
1,1TE-TG466T,,,,2.576,2.576
1,1TE-TG466U,,,,2.576,2.576
1,1TE-TG466V,,,,2.576,2.576
1,1TE-TG466W,,,,2.576,2.576
1,1TE-TG466X,,,,2.576,2.576
1,1TE-TG466Y,,,,2.576,2.576
1,1TE-TG466Z,,,,2.576,2.576
1,1TE-TG467A,,,,2.576,2.576
1,1TE-TG467B,,,,2.576,2.576
1,1TE-TG467C,,,,2.576,2.576
1,1TE-TG467D,,,,2.576,2.576
1,1TE-TG467E,,,,2.576,2.576
1,1TE-TG467F,,,,2.576,2.576
1,1TE-TG467G,,,,2.576,2.576
1,1TE-TG467H,,,,2.576,2.576
1,1TE-TG467J,,,,2.576,2.576
1,1TE-TG467K,,,,2.576,2.576
1,1TE-TG467L,,,,2.576,2.576
1,1TE-TG467M,,,,2.576,2.576
1,1TE-TG467N,,,,2.576,2.576
1,1TE-TG467P,,,,2.576,2.576
1,1TE-TG467Q,,,,2.576,2.576
1,1TE-TG467R,,,,2.576,2.576
1,1TE-TG467S,,,,2.576,2.576
1,1TE-TG467T,,,,2.576,2.576
