Unit,System,Equipment,Tag Name
UJKTT_1,#1 AIR SYSTEM,#1 PA FAN B,KALTIM1.SIGNAL.RTD.10HLB20CT110
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLA30CP101
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLB30AA101XQ12
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLB30AN001XQ01
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLB30CY101
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AI.10HLB30CY102
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.AO.10HLB30AA101XQ11
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT101
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT102
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT103
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT104
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT105
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT106
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT107
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT108
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT109
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN A,KALTIM1.SIGNAL.RTD.10HLB30CT110
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLA40CP101
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLB40AA101XQ12
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLB40AN001XQ01
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLB40CY101
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AI.10HLB40CY102
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.AO.10HLB40AA101XQ11
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT101
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT102
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT103
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT104
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT105
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT106
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT107
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT108
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT109
UJKTT_1,#1 AIR SYSTEM,#1 SA FAN B,KALTIM1.SIGNAL.RTD.10HLB40CT110
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AI.10HDA10AN001XQ12
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AI.10LCE30CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AI.10LCE36AA101XQ12
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AI.10LCE36CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AO.10HDA10AN001XQ11
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.AO.10LCE36AA101XQ11
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.RTD.10LCE36CT101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.TC.10HDA10CT101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AI.10HDA20AN001XQ12
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AI.10LCE30CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AI.10LCE36AA101XQ12
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AI.10LCE36CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AO.10HDA20AN001XQ11
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.AO.10LCE36AA101XQ11
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.RTD.10LCE36CT101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.TC.10HDA20CT101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AI.10HDA30AN001XQ12
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AI.10LCE30CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AI.10LCE36AA101XQ12
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AI.10LCE36CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AO.10HDA30AN001XQ11
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.AO.10LCE36AA101XQ11
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.RTD.10LCE36CT101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.TC.10HDA30CT101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG SILO,KALTIM1.SIGNAL.AI.10ETE30CL101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG SILO,KALTIM1.SIGNAL.AI.10EEA10CP101
UJKTT_1,#1 ASH HANDLING SYSTEM,#1 SLAG SILO,KALTIM1.SIGNAL.AI.10ETE10CL101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJA11CB101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJA11CB102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJA11CB103
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJF10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJF10CP102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJS10AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AI.10HJS10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.AO.10HJS10AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.TC.10HJS10CT101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJA12CB101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJA12CB102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJA12CB103
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJF10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJF10CP102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJS10AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AI.10HJS10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.AO.10HJS10AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER B,KALTIM1.SIGNAL.TC.10HJS10CT101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJA13CB101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJA13CB102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJA13CB103
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJF10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJF10CP102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJS10AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AI.10HJS10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.AO.10HJS10AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER C,KALTIM1.SIGNAL.TC.10HJS10CT101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJA14CB101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJA14CB102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJA14CB103
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJF10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJF10CP102
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJS10AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AI.10HJS10CP101
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.AO.10HJS10AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 BURNER D,KALTIM1.SIGNAL.TC.10HJS10CT101
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.AI.10HDF11CP102
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.AI.10HDF11CP103
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF11CT102
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF11CT103
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT101
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT102
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT103
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT104
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT105
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT106
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT107
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT108
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT109
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT110
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT111
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT112
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.AI.10HDF21CP102
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.AI.10HDF21CP103
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF21CT102
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF21CT103
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT101
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT102
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT103
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT104
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT105
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT106
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT107
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT108
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT109
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT110
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT111
UJKTT_1,#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT112
UJKTT_1,#1 BOILER SYSTEM,#1 ECONOMIZER,KALTIM1.SIGNAL.TC.10HBK31CT104
UJKTT_1,#1 BOILER SYSTEM,#1 ECONOMIZER,KALTIM1.SIGNAL.TC.10HBK41CT104
UJKTT_1,#1 BOILER SYSTEM,#1 ECONOMIZER,KALTIM1.SIGNAL.TC.10LAB50CT104
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK11CP101
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK11CP103
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK21CP101
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HBK21CP102
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL02AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL02AA102XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL02AA103XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL03AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL03AA102XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL03AA103XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL05AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL05AA102XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL06AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL06AA102XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL11AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL12AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL13AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL14AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL21AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL22AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL23AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AI.10HHL24AA101XQ12
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL02AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL02AA102XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL02AA103XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL03AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL03AA102XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL03AA103XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL05AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL05AA102XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL06AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL06AA102XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL11AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL12AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL13AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL14AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL21AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL22AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL23AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.AO.10HHL24AA101XQ11
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT101
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT102
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT103
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT104
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT105
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT101
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT102
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT103
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT104
UJKTT_1,#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT105
UJKTT_1,#1 BOILER SYSTEM,#1 HTSH,KALTIM1.SIGNAL.AI.10LBA01CP101
UJKTT_1,#1 BOILER SYSTEM,#1 HTSH,KALTIM1.SIGNAL.AI.10LBA02CP101
UJKTT_1,#1 BOILER SYSTEM,#1 HTSH,KALTIM1.SIGNAL.AI.AM11CCS20A01
UJKTT_1,#1 BOILER SYSTEM,#1 HTSH,KALTIM1.SIGNAL.TC.10HAH50CT101
UJKTT_1,#1 BOILER SYSTEM,#1 HTSH,KALTIM1.SIGNAL.TC.10HAH50CT102
UJKTT_1,#1 BOILER SYSTEM,#1 HTSH,KALTIM1.SIGNAL.TC.10HAH50CT103
