system,equipment,tagname,anomaly_count,h1_alarm_count,l1_alarm_count
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT101,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT102,0.0,0,12
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT106,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT107,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT108,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT109,0.0,12,0
#1 COAL FEEDING SYSTEM,#1 CFB FAN B,KALTIM1.SIGNAL.RTD.10HFE20CT110,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.RTD.10HHL01CT101,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.RTD.10HHL10CT101,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN A,KALTIM1.SIGNAL.RTD.10HNA10CT102,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN A,KALTIM1.SIGNAL.RTD.10HNA10CT103,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN B,KALTIM1.SIGNAL.RTD.10HNA20CT102,0.0,12,0
#1 FLUE GAS SYSTEM,#1 ID FAN B,KALTIM1.SIGNAL.RTD.10HNA20CT103,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 2,KALTIM1.SIGNAL.RTD.10LAB51CT102,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 1,KALTIM1.SIGNAL.RTD.10LAB52CT102,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.RTD.10LAE20CT101,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP A,KALTIM1.SIGNAL.RTD.10LCA50CT101,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 GLAND STEAM CONDENSER,KALTIM1.SIGNAL.RTD.10LCA51CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 7,KALTIM1.SIGNAL.RTD.10LCA53CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 6,KALTIM1.SIGNAL.RTD.10LCA54CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 5,KALTIM1.SIGNAL.RTD.10LCA55CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 4,KALTIM1.SIGNAL.RTD.10LCA56CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP A,KALTIM1.SIGNAL.RTD.10LCB30CT101,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT103,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT104,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT105,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT106,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT107,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT108,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 CONDENSATE PUMP B,KALTIM1.SIGNAL.RTD.10LCB40CT109,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.RTD.10LCE36CT101,1.0,12,0
#1 TURBINE SYSTEM,#1 TURBINE BEARING NO. 1,KALTIM1.SIGNAL.RTD.10MAA51CT153,0.0,12,0
#1 TURBINE SYSTEM,#1 TURBINE BEARING NO. 2,KALTIM1.SIGNAL.RTD.10MAC52CT151,0.0,12,0
#1 TURBINE SYSTEM,#1 TURBINE BEARING NO. 3,KALTIM1.SIGNAL.RTD.10MAC52CT152,0.0,12,0
#1 TURBINE SYSTEM,#1 TURBINE BEARING NO. 4,KALTIM1.SIGNAL.RTD.10MAC53CT151,0.0,12,0
#1 GENERATOR SYSTEM,GENERATOR BEARING NO.5 #1 ,KALTIM1.SIGNAL.RTD.10MAC53CT152,0.0,12,0
#1 LUBRICANT OIL SYSTEM,#1 LUBE OIL COOLER A,KALTIM1.SIGNAL.RTD.10MAV12CT101,0.0,12,0
#1 LUBRICANT OIL SYSTEM,#1 LUBE OIL COOLER A,KALTIM1.SIGNAL.RTD.10MAV12CT102,0.0,12,0
#1 LUBRICANT OIL SYSTEM,#1 LUBE OIL COOLER B,KALTIM1.SIGNAL.RTD.10MAV13CT101,0.0,12,0
#1 LUBRICANT OIL SYSTEM,#1 LUBE OIL COOLER B,KALTIM1.SIGNAL.RTD.10MAV13CT102,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT101,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT102,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT103,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT104,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT105,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT106,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT107,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT108,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT109,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT110,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT111,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA10CT112,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA20CT103,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR,KALTIM1.SIGNAL.RTD.10MKA20CT104,0.0,12,0
#1 GENERATOR SYSTEM,#1 GENERATOR BEARING NO. 6,KALTIM1.SIGNAL.RTD.10MKD12CT151,0.0,12,0
#1 TURBINE SYSTEM,#1 CONDENSOR,KALTIM1.SIGNAL.RTD.10PAB30CT101,0.0,12,0
#1 TURBINE SYSTEM,#1 CONDENSOR,KALTIM1.SIGNAL.RTD.10PAB31CT101,0.0,0,12
#1 CCCW SYSTEM,#1 HE CCCW A,KALTIM1.SIGNAL.RTD.10PCB10CT101,0.0,12,0
#1 CCCW SYSTEM,#1 HE CCCW A,KALTIM1.SIGNAL.RTD.10PCB20CT101,0.0,12,0
#1 CCCW SYSTEM,#1 HE CCCW B,KALTIM1.SIGNAL.RTD.10PCB20CT102,0.0,12,0
#1 CCCW SYSTEM,#1 HE VACUM PUMP A,KALTIM1.SIGNAL.RTD.10PCB40CT101,0.0,12,0
#1 CCCW SYSTEM,#1 HE VACUM PUMP B,KALTIM1.SIGNAL.RTD.10PCB40CT102,0.0,12,0
#1 LUBRICANT OIL SYSTEM,#1 LUBE OIL COOLER A,KALTIM1.SIGNAL.RTD.10PGB50CT101,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH11CT101,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH11CT102,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH11CT103,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH11CT104,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH11CT105,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH11CT106,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH12CT101,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH12CT102,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH12CT103,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH12CT104,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH12CT105,0.0,12,0
#1 BOILER SYSTEM,#1 WATERWALL,KALTIM1.SIGNAL.TC.10HAH12CT106,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HAH21CT101,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HAH21CT102,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HAH21CT103,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HAH22CT101,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HAH22CT102,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HAH22CT103,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT102,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT103,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT104,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK11CT105,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT102,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT103,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT104,0.0,12,0
#1 BOILER SYSTEM,#1 FURNACE,KALTIM1.SIGNAL.TC.10HBK21CT105,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HBK31CT102,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HBK31CT103,0.0,12,0
#1 BOILER SYSTEM,#1 ECONOMIZER,KALTIM1.SIGNAL.TC.10HBK31CT104,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.TC.10HBK31CT105,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.TC.10HBK31CT106,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HBK41CT102,0.0,12,0
#1 BOILER SYSTEM,#1 LTSH,KALTIM1.SIGNAL.TC.10HBK41CT103,0.0,12,0
#1 BOILER SYSTEM,#1 ECONOMIZER,KALTIM1.SIGNAL.TC.10HBK41CT104,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.TC.10HBK41CT105,0.0,12,0
#1 AIR SYSTEM,#1 AIR HEATER,KALTIM1.SIGNAL.TC.10HBK41CT106,0.0,12,0
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER A,KALTIM1.SIGNAL.TC.10HDA10CT101,0.0,12,12
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER B,KALTIM1.SIGNAL.TC.10HDA20CT101,0.0,12,12
#1 ASH HANDLING SYSTEM,#1 SLAG COOLER C,KALTIM1.SIGNAL.TC.10HDA30CT101,0.0,12,10
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF11CT103,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF21CT103,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT101,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT102,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT103,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT104,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT105,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT106,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT107,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT108,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT109,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT110,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT111,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE B,KALTIM1.SIGNAL.TC.10HDF44CT112,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT101,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT102,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT103,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT104,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT105,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT106,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT107,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT108,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT109,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT110,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT111,0.0,12,0
#1 BOILER SYSTEM,#1 CYCLONE A,KALTIM1.SIGNAL.TC.10HDF52CT112,0.0,12,0
#1 BOILER SYSTEM,#1 BURNER A,KALTIM1.SIGNAL.TC.10HJS10CT101,0.0,12,0
#1 BOILER SYSTEM,#1 LOWER BURNER A,KALTIM1.SIGNAL.TC.10HJS20CT101,0.0,12,0
#1 BOILER SYSTEM,#1 ECONOMIZER,KALTIM1.SIGNAL.TC.10LAB50CT104,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 1,KALTIM1.SIGNAL.TC.10LBQ10CT101,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 1,KALTIM1.SIGNAL.TC.10LBQ10CT102,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 2,KALTIM1.SIGNAL.TC.10LBQ20CT101,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 2,KALTIM1.SIGNAL.TC.10LBQ20CT102,0.0,12,0
#1 FEED WATER SYSTEM,#1 HIGH PRESSURE HEATER 2,KALTIM1.SIGNAL.TC.10LBQ20CT103,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 4,KALTIM1.SIGNAL.TC.10LBS40CT101,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 4,KALTIM1.SIGNAL.TC.10LBS40CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 5,KALTIM1.SIGNAL.TC.10LBS50CT101,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 5,KALTIM1.SIGNAL.TC.10LBS50CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 6,KALTIM1.SIGNAL.TC.10LBS60CT101,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 6,KALTIM1.SIGNAL.TC.10LBS60CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 7,KALTIM1.SIGNAL.TC.10LBS70CT103,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 LOW PRESSURE HEATER 7,KALTIM1.SIGNAL.TC.10LBS70CT106,0.0,12,0
#1 TURBINE SYSTEM,#1  MAIN STEAM VALVE,KALTIM1.SIGNAL.TC.10MAA01CT101,0.0,12,0
#1 TURBINE SYSTEM,#1  MAIN STEAM VALVE,KALTIM1.SIGNAL.TC.10MAA01CT105,0.0,12,0
#1 TURBINE SYSTEM,#1  MAIN STEAM VALVE,KALTIM1.SIGNAL.TC.10MAA01CT106,0.0,12,0
#1 TURBINE SYSTEM,#1  MAIN STEAM VALVE,KALTIM1.SIGNAL.TC.10MAA01CT107,0.0,12,0
#1 TURBINE SYSTEM,#1  MAIN STEAM VALVE,KALTIM1.SIGNAL.TC.10MAA01CT108,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT109,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT110,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT111,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT113,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT115,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT116,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT117,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT118,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT119,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT120,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT121,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT122,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT123,11.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT124,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT125,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT126,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT127,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT128,0.0,12,0
#1 TURBINE SYSTEM,#1 HP TURBINE,KALTIM1.SIGNAL.TC.10MAA01CT129,0.0,12,0
#1 TURBINE SYSTEM,#1 LP TURBINE,KALTIM1.SIGNAL.TC.10MAC01CT101,0.0,12,0
#1 TURBINE SYSTEM,#1 LP TURBINE,KALTIM1.SIGNAL.TC.10MAC01CT102,0.0,12,0
#1 CONDENSATE WATER SYSTEM,#1 GLAND STEAM CONDENSER,KALTIM1.SIGNAL.TC.10MAW10CT101,0.0,12,0
#1 TURBINE SYSTEM,#1 GLAND SEAL SYSTEM,KALTIM1.SIGNAL.TC.10MAW31CT101,0.0,12,0
